Case_ID,Case_Text,Case_Type,Favor_Result
8998,Survey number mismatch over residential land between two private parties filed in district court.,Ownership Conflict,Respondent
8999,Ownership conflict over commercial land against local municipality filed in district court.,Land Dispute,Government
9000,Boundary dispute over government land against local municipality filed in district court.,Land Dispute,Government
9001,Ownership conflict over commercial land involving the state government filed in district court.,Ownership Conflict,Petitioner
9002,Title deed forgery over agricultural land against a private company filed in district court.,Ownership Conflict,Petitioner
9003,Illegal possession over agricultural land between two private parties filed in district court.,Survey Error,Petitioner
9004,Survey number mismatch over agricultural land against local municipality filed in district court.,Ownership Conflict,Respondent
9005,Boundary dispute over commercial land involving the state government filed in district court.,Survey Error,Government
9006,Title deed forgery over private property between petitioner and respondent filed in district court.,Ownership Conflict,Government
9007,Boundary dispute over government land between petitioner and respondent filed in district court.,Ownership Conflict,Respondent
9008,Title deed forgery over private property between petitioner and respondent filed in district court.,Land Dispute,Respondent
9009,Title deed forgery over private property against a private company filed in district court.,Land Dispute,Government
9010,Illegal possession over residential land against a private company filed in district court.,Land Dispute,Government
9011,Boundary dispute over government land against a private company filed in district court.,Land Dispute,Government
9012,Ownership conflict over commercial land involving the state government filed in district court.,Survey Error,Petitioner
9013,Boundary dispute over agricultural land involving the state government filed in district court.,Survey Error,Government
9014,Boundary dispute over private property between petitioner and respondent filed in district court.,Land Dispute,Petitioner
9015,Ownership conflict over commercial land between two private parties filed in district court.,Ownership Conflict,Petitioner
9016,Title deed forgery over commercial land between petitioner and respondent filed in district court.,Survey Error,Respondent
9017,Ownership conflict over agricultural land against local municipality filed in district court.,Land Dispute,Respondent
9018,Illegal possession over agricultural land between petitioner and respondent filed in district court.,Survey Error,Government
9019,Survey number mismatch over residential land between two private parties filed in district court.,Ownership Conflict,Petitioner
9020,Boundary dispute over commercial land between two private parties filed in district court.,Survey Error,Respondent
9021,Title deed forgery over residential land between petitioner and respondent filed in district court.,Survey Error,Government
9022,Illegal possession over agricultural land between two private parties filed in district court.,Survey Error,Petitioner
9023,Illegal possession over agricultural land involving the state government filed in district court.,Ownership Conflict,Petitioner
9024,Ownership conflict over agricultural land between petitioner and respondent filed in district court.,Survey Error,Respondent
9025,Boundary dispute over commercial land between petitioner and respondent filed in district court.,Land Dispute,Respondent
9026,Boundary dispute over residential land between petitioner and respondent filed in district court.,Ownership Conflict,Government
9027,Illegal possession over government land between petitioner and respondent filed in district court.,Survey Error,Government
9028,Title deed forgery over private property involving the state government filed in district court.,Ownership Conflict,Respondent
9029,Title deed forgery over private property against a private company filed in district court.,Survey Error,Petitioner
9030,Survey number mismatch over residential land between two private parties filed in district court.,Survey Error,Government
9031,Title deed forgery over residential land against a private company filed in district court.,Land Dispute,Respondent
9032,Illegal possession over agricultural land involving the state government filed in district court.,Ownership Conflict,Petitioner
9033,Title deed forgery over private property against a private company filed in district court.,Ownership Conflict,Petitioner
9034,Illegal possession over residential land against local municipality filed in district court.,Survey Error,Petitioner
9035,Boundary dispute over private property against a private company filed in district court.,Survey Error,Respondent
9036,Survey number mismatch over private property between petitioner and respondent filed in district court.,Land Dispute,Respondent
9037,Title deed forgery over agricultural land between two private parties filed in district court.,Ownership Conflict,Respondent
9038,Survey number mismatch over government land against a private company filed in district court.,Land Dispute,Government
9039,Illegal possession over residential land against a private company filed in district court.,Ownership Conflict,Respondent
9040,Title deed forgery over commercial land involving the state government filed in district court.,Survey Error,Respondent
9041,Boundary dispute over government land involving the state government filed in district court.,Ownership Conflict,Respondent
9042,Illegal possession over residential land against a private company filed in district court.,Land Dispute,Respondent
9043,Ownership conflict over private property against local municipality filed in district court.,Land Dispute,Respondent
9044,Ownership conflict over commercial land between petitioner and respondent filed in district court.,Ownership Conflict,Respondent
9045,Survey number mismatch over government land against local municipality filed in district court.,Ownership Conflict,Petitioner
9046,Survey number mismatch over commercial land between two private parties filed in district court.,Ownership Conflict,Petitioner
9047,Ownership conflict over government land against local municipality filed in district court.,Ownership Conflict,Government
9048,Survey number mismatch over private property involving the state government filed in district court.,Survey Error,Petitioner
9049,Title deed forgery over residential land against local municipality filed in district court.,Survey Error,Petitioner
9050,Illegal possession over government land between two private parties filed in district court.,Ownership Conflict,Government
9051,Illegal possession over agricultural land between petitioner and respondent filed in district court.,Land Dispute,Respondent
9052,Illegal possession over agricultural land between two private parties filed in district court.,Ownership Conflict,Government
9053,Illegal possession over government land against a private company filed in district court.,Ownership Conflict,Petitioner
9054,Survey number mismatch over agricultural land between two private parties filed in district court.,Survey Error,Petitioner
9055,Title deed forgery over private property against a private company filed in district court.,Survey Error,Respondent
9056,Ownership conflict over residential land against local municipality filed in district court.,Survey Error,Petitioner
9057,Title deed forgery over residential land involving the state government filed in district court.,Land Dispute,Government
9058,Title deed forgery over commercial land involving the state government filed in district court.,Land Dispute,Respondent
9059,Survey number mismatch over agricultural land against a private company filed in district court.,Ownership Conflict,Government
9060,Survey number mismatch over commercial land between petitioner and respondent filed in district court.,Ownership Conflict,Respondent
9061,Title deed forgery over commercial land against local municipality filed in district court.,Land Dispute,Government
9062,Illegal possession over commercial land between two private parties filed in district court.,Land Dispute,Government
9063,Survey number mismatch over residential land involving the state government filed in district court.,Ownership Conflict,Government
9064,Title deed forgery over agricultural land between petitioner and respondent filed in district court.,Survey Error,Government
9065,Ownership conflict over private property between two private parties filed in district court.,Land Dispute,Government
9066,Ownership conflict over commercial land between petitioner and respondent filed in district court.,Ownership Conflict,Respondent
9067,Ownership conflict over private property between petitioner and respondent filed in district court.,Land Dispute,Government
9068,Title deed forgery over commercial land between two private parties filed in district court.,Survey Error,Government
9069,Boundary dispute over private property against local municipality filed in district court.,Survey Error,Petitioner
9070,Illegal possession over commercial land against a private company filed in district court.,Survey Error,Petitioner
9071,Ownership conflict over residential land against local municipality filed in district court.,Land Dispute,Government
9072,Title deed forgery over private property against local municipality filed in district court.,Survey Error,Respondent
9073,Title deed forgery over private property against a private company filed in district court.,Land Dispute,Petitioner
9074,Illegal possession over government land against a private company filed in district court.,Ownership Conflict,Government
9075,Ownership conflict over private property between two private parties filed in district court.,Ownership Conflict,Respondent
9076,Illegal possession over commercial land between petitioner and respondent filed in district court.,Ownership Conflict,Petitioner
9077,Survey number mismatch over government land involving the state government filed in district court.,Land Dispute,Respondent
9078,Title deed forgery over government land between two private parties filed in district court.,Land Dispute,Government
9079,Boundary dispute over commercial land between two private parties filed in district court.,Land Dispute,Government
9080,Illegal possession over private property against local municipality filed in district court.,Ownership Conflict,Respondent
9081,Illegal possession over agricultural land involving the state government filed in district court.,Ownership Conflict,Petitioner
9082,Ownership conflict over government land between two private parties filed in district court.,Survey Error,Government
9083,Boundary dispute over agricultural land against a private company filed in district court.,Survey Error,Government
9084,Boundary dispute over private property against local municipality filed in district court.,Land Dispute,Government
9085,Boundary dispute over government land against local municipality filed in district court.,Ownership Conflict,Government
9086,Ownership conflict over residential land against local municipality filed in district court.,Land Dispute,Respondent
9087,Survey number mismatch over agricultural land between two private parties filed in district court.,Land Dispute,Government
9088,Survey number mismatch over agricultural land between petitioner and respondent filed in district court.,Ownership Conflict,Petitioner
9089,Ownership conflict over government land involving the state government filed in district court.,Land Dispute,Petitioner
9090,Title deed forgery over private property between two private parties filed in district court.,Ownership Conflict,Respondent
9091,Title deed forgery over residential land against local municipality filed in district court.,Land Dispute,Respondent
9092,Title deed forgery over government land involving the state government filed in district court.,Ownership Conflict,Respondent
9093,Title deed forgery over private property against local municipality filed in district court.,Land Dispute,Government
9094,Ownership conflict over commercial land between two private parties filed in district court.,Survey Error,Respondent
9095,Ownership conflict over commercial land involving the state government filed in district court.,Land Dispute,Petitioner
9096,Illegal possession over agricultural land involving the state government filed in district court.,Land Dispute,Respondent
9097,Boundary dispute over private property against a private company filed in district court.,Land Dispute,Government
9098,Survey number mismatch over commercial land against a private company filed in district court.,Land Dispute,Petitioner
9099,Survey number mismatch over commercial land against local municipality filed in district court.,Ownership Conflict,Respondent
9100,Title deed forgery over residential land involving the state government filed in district court.,Survey Error,Government
9101,Boundary dispute over agricultural land against a private company filed in district court.,Ownership Conflict,Government
9102,Survey number mismatch over residential land against local municipality filed in district court.,Survey Error,Respondent
9103,Title deed forgery over commercial land against local municipality filed in district court.,Survey Error,Respondent
9104,Boundary dispute over residential land against local municipality filed in district court.,Land Dispute,Government
9105,Boundary dispute over private property against local municipality filed in district court.,Survey Error,Respondent
9106,Boundary dispute over government land involving the state government filed in district court.,Land Dispute,Government
9107,Title deed forgery over commercial land between two private parties filed in district court.,Survey Error,Petitioner
9108,Illegal possession over government land against a private company filed in district court.,Ownership Conflict,Respondent
9109,Title deed forgery over commercial land involving the state government filed in district court.,Ownership Conflict,Respondent
9110,Boundary dispute over government land involving the state government filed in district court.,Ownership Conflict,Petitioner
9111,Boundary dispute over commercial land against local municipality filed in district court.,Ownership Conflict,Government
9112,Survey number mismatch over residential land between two private parties filed in district court.,Survey Error,Petitioner
9113,Illegal possession over government land against local municipality filed in district court.,Ownership Conflict,Government
9114,Boundary dispute over residential land against a private company filed in district court.,Ownership Conflict,Respondent
9115,Illegal possession over residential land involving the state government filed in district court.,Land Dispute,Government
9116,Ownership conflict over government land between two private parties filed in district court.,Survey Error,Respondent
9117,Ownership conflict over private property involving the state government filed in district court.,Survey Error,Petitioner
9118,Ownership conflict over commercial land against local municipality filed in district court.,Ownership Conflict,Respondent
9119,Ownership conflict over private property against a private company filed in district court.,Survey Error,Government
9120,Survey number mismatch over residential land against local municipality filed in district court.,Survey Error,Respondent
9121,Boundary dispute over government land involving the state government filed in district court.,Land Dispute,Petitioner
9122,Illegal possession over private property involving the state government filed in district court.,Ownership Conflict,Government
9123,Title deed forgery over government land against local municipality filed in district court.,Survey Error,Respondent
9124,Boundary dispute over agricultural land between petitioner and respondent filed in district court.,Survey Error,Respondent
9125,Title deed forgery over government land against a private company filed in district court.,Land Dispute,Petitioner
9126,Title deed forgery over private property between petitioner and respondent filed in district court.,Ownership Conflict,Government
9127,Illegal possession over residential land between two private parties filed in district court.,Ownership Conflict,Government
9128,Ownership conflict over commercial land between two private parties filed in district court.,Survey Error,Respondent
9129,Ownership conflict over commercial land against local municipality filed in district court.,Survey Error,Government
9130,Title deed forgery over residential land between two private parties filed in district court.,Survey Error,Petitioner
9131,Ownership conflict over private property between petitioner and respondent filed in district court.,Land Dispute,Petitioner
9132,Title deed forgery over private property between petitioner and respondent filed in district court.,Ownership Conflict,Government
9133,Title deed forgery over private property against local municipality filed in district court.,Ownership Conflict,Government
9134,Boundary dispute over commercial land involving the state government filed in district court.,Ownership Conflict,Petitioner
9135,Title deed forgery over residential land against local municipality filed in district court.,Survey Error,Respondent
9136,Boundary dispute over private property between two private parties filed in district court.,Survey Error,Respondent
9137,Survey number mismatch over private property between petitioner and respondent filed in district court.,Ownership Conflict,Government
9138,Boundary dispute over agricultural land between petitioner and respondent filed in district court.,Land Dispute,Petitioner
9139,Ownership conflict over commercial land involving the state government filed in district court.,Ownership Conflict,Respondent
9140,Boundary dispute over residential land between petitioner and respondent filed in district court.,Survey Error,Government
9141,Illegal possession over residential land between two private parties filed in district court.,Land Dispute,Government
9142,Illegal possession over agricultural land between petitioner and respondent filed in district court.,Land Dispute,Government
9143,Survey number mismatch over residential land against a private company filed in district court.,Survey Error,Government
9144,Ownership conflict over agricultural land between petitioner and respondent filed in district court.,Survey Error,Respondent
9145,Title deed forgery over commercial land against local municipality filed in district court.,Ownership Conflict,Petitioner
9146,Survey number mismatch over commercial land between two private parties filed in district court.,Land Dispute,Government
9147,Title deed forgery over commercial land against local municipality filed in district court.,Survey Error,Government
9148,Boundary dispute over commercial land against a private company filed in district court.,Ownership Conflict,Respondent
9149,Illegal possession over government land between two private parties filed in district court.,Survey Error,Government
9150,Illegal possession over government land between two private parties filed in district court.,Survey Error,Government
9151,Ownership conflict over commercial land against a private company filed in district court.,Land Dispute,Petitioner
9152,Ownership conflict over residential land between petitioner and respondent filed in district court.,Survey Error,Petitioner
9153,Ownership conflict over commercial land between petitioner and respondent filed in district court.,Survey Error,Respondent
9154,Ownership conflict over private property against local municipality filed in district court.,Survey Error,Government
9155,Ownership conflict over residential land involving the state government filed in district court.,Survey Error,Government
9156,Survey number mismatch over agricultural land against a private company filed in district court.,Survey Error,Respondent
9157,Illegal possession over government land involving the state government filed in district court.,Ownership Conflict,Petitioner
9158,Survey number mismatch over agricultural land between petitioner and respondent filed in district court.,Land Dispute,Respondent
9159,Survey number mismatch over commercial land involving the state government filed in district court.,Ownership Conflict,Government
9160,Illegal possession over private property involving the state government filed in district court.,Ownership Conflict,Government
9161,Survey number mismatch over commercial land between petitioner and respondent filed in district court.,Survey Error,Respondent
9162,Title deed forgery over government land against local municipality filed in district court.,Land Dispute,Government
9163,Survey number mismatch over commercial land between two private parties filed in district court.,Ownership Conflict,Respondent
9164,Boundary dispute over residential land between two private parties filed in district court.,Ownership Conflict,Government
9165,Survey number mismatch over agricultural land between two private parties filed in district court.,Land Dispute,Government
9166,Boundary dispute over government land against local municipality filed in district court.,Land Dispute,Government
9167,Ownership conflict over residential land between petitioner and respondent filed in district court.,Ownership Conflict,Government
9168,Illegal possession over commercial land against local municipality filed in district court.,Survey Error,Government
9169,Ownership conflict over commercial land between petitioner and respondent filed in district court.,Land Dispute,Government
9170,Ownership conflict over commercial land between petitioner and respondent filed in district court.,Survey Error,Petitioner
9171,Title deed forgery over agricultural land involving the state government filed in district court.,Survey Error,Petitioner
9172,Survey number mismatch over government land between petitioner and respondent filed in district court.,Ownership Conflict,Respondent
9173,Illegal possession over residential land between petitioner and respondent filed in district court.,Survey Error,Petitioner
9174,Boundary dispute over private property involving the state government filed in district court.,Survey Error,Petitioner
9175,Title deed forgery over private property against a private company filed in district court.,Ownership Conflict,Respondent
9176,Boundary dispute over residential land involving the state government filed in district court.,Survey Error,Petitioner
9177,Boundary dispute over agricultural land between two private parties filed in district court.,Survey Error,Petitioner
9178,Title deed forgery over private property between two private parties filed in district court.,Survey Error,Petitioner
9179,Ownership conflict over agricultural land against a private company filed in district court.,Ownership Conflict,Petitioner
9180,Illegal possession over commercial land against a private company filed in district court.,Survey Error,Government
9181,Boundary dispute over commercial land against local municipality filed in district court.,Survey Error,Respondent
9182,Illegal possession over residential land against local municipality filed in district court.,Ownership Conflict,Petitioner
9183,Ownership conflict over commercial land against a private company filed in district court.,Survey Error,Government
9184,Title deed forgery over private property between two private parties filed in district court.,Ownership Conflict,Respondent
9185,Survey number mismatch over government land between two private parties filed in district court.,Land Dispute,Respondent
9186,Illegal possession over residential land between petitioner and respondent filed in district court.,Ownership Conflict,Respondent
9187,Title deed forgery over agricultural land between two private parties filed in district court.,Ownership Conflict,Government
9188,Survey number mismatch over private property involving the state government filed in district court.,Survey Error,Respondent
9189,Title deed forgery over commercial land involving the state government filed in district court.,Land Dispute,Respondent
9190,Ownership conflict over agricultural land between petitioner and respondent filed in district court.,Ownership Conflict,Petitioner
9191,Ownership conflict over commercial land involving the state government filed in district court.,Ownership Conflict,Respondent
9192,Ownership conflict over commercial land against a private company filed in district court.,Land Dispute,Petitioner
9193,Illegal possession over agricultural land against local municipality filed in district court.,Ownership Conflict,Respondent
9194,Survey number mismatch over residential land involving the state government filed in district court.,Land Dispute,Respondent
9195,Survey number mismatch over residential land against local municipality filed in district court.,Survey Error,Respondent
9196,Illegal possession over private property between petitioner and respondent filed in district court.,Survey Error,Respondent
9197,Survey number mismatch over private property between two private parties filed in district court.,Survey Error,Respondent
9198,Boundary dispute over commercial land between two private parties filed in district court.,Land Dispute,Petitioner
9199,Survey number mismatch over commercial land between petitioner and respondent filed in district court.,Land Dispute,Respondent
9200,Title deed forgery over agricultural land against a private company filed in district court.,Ownership Conflict,Respondent
9201,Ownership conflict over government land between two private parties filed in district court.,Land Dispute,Government
9202,Title deed forgery over private property against local municipality filed in district court.,Survey Error,Petitioner
9203,Ownership conflict over residential land between petitioner and respondent filed in district court.,Ownership Conflict,Government
9204,Title deed forgery over agricultural land between two private parties filed in district court.,Land Dispute,Government
9205,Ownership conflict over commercial land against local municipality filed in district court.,Ownership Conflict,Petitioner
9206,Boundary dispute over agricultural land against local municipality filed in district court.,Ownership Conflict,Government
9207,Boundary dispute over residential land involving the state government filed in district court.,Survey Error,Petitioner
9208,Title deed forgery over private property between two private parties filed in district court.,Ownership Conflict,Respondent
9209,Illegal possession over agricultural land against a private company filed in district court.,Land Dispute,Petitioner
9210,Title deed forgery over government land against local municipality filed in district court.,Land Dispute,Respondent
9211,Ownership conflict over government land involving the state government filed in district court.,Land Dispute,Respondent
9212,Ownership conflict over agricultural land involving the state government filed in district court.,Ownership Conflict,Government
9213,Ownership conflict over residential land involving the state government filed in district court.,Land Dispute,Respondent
9214,Boundary dispute over government land between two private parties filed in district court.,Land Dispute,Respondent
9215,Title deed forgery over agricultural land involving the state government filed in district court.,Survey Error,Petitioner
9216,Title deed forgery over private property between two private parties filed in district court.,Ownership Conflict,Petitioner
9217,Ownership conflict over residential land between petitioner and respondent filed in district court.,Survey Error,Respondent
9218,Ownership conflict over commercial land involving the state government filed in district court.,Land Dispute,Government
9219,Title deed forgery over residential land against a private company filed in district court.,Land Dispute,Government
9220,Illegal possession over private property against local municipality filed in district court.,Land Dispute,Petitioner
9221,Survey number mismatch over commercial land against a private company filed in district court.,Land Dispute,Government
9222,Ownership conflict over commercial land against a private company filed in district court.,Survey Error,Petitioner
9223,Boundary dispute over agricultural land involving the state government filed in district court.,Ownership Conflict,Government
9224,Ownership conflict over residential land against a private company filed in district court.,Ownership Conflict,Petitioner
9225,Survey number mismatch over residential land between petitioner and respondent filed in district court.,Ownership Conflict,Government
9226,Ownership conflict over residential land against local municipality filed in district court.,Survey Error,Petitioner
9227,Boundary dispute over private property between petitioner and respondent filed in district court.,Survey Error,Government
9228,Survey number mismatch over government land against local municipality filed in district court.,Ownership Conflict,Government
9229,Boundary dispute over residential land involving the state government filed in district court.,Survey Error,Petitioner
9230,Title deed forgery over agricultural land between petitioner and respondent filed in district court.,Survey Error,Respondent
9231,Boundary dispute over commercial land against local municipality filed in district court.,Survey Error,Government
9232,Illegal possession over private property against a private company filed in district court.,Survey Error,Respondent
9233,Boundary dispute over commercial land between two private parties filed in district court.,Survey Error,Government
9234,Illegal possession over residential land against local municipality filed in district court.,Land Dispute,Government
9235,Survey number mismatch over commercial land against local municipality filed in district court.,Ownership Conflict,Respondent
9236,Title deed forgery over residential land involving the state government filed in district court.,Ownership Conflict,Petitioner
9237,Ownership conflict over private property against a private company filed in district court.,Land Dispute,Respondent
9238,Illegal possession over private property between two private parties filed in district court.,Survey Error,Petitioner
9239,Ownership conflict over agricultural land between petitioner and respondent filed in district court.,Survey Error,Government
9240,Title deed forgery over residential land between petitioner and respondent filed in district court.,Land Dispute,Government
9241,Ownership conflict over agricultural land involving the state government filed in district court.,Ownership Conflict,Government
9242,Survey number mismatch over agricultural land against a private company filed in district court.,Land Dispute,Petitioner
9243,Title deed forgery over agricultural land against local municipality filed in district court.,Land Dispute,Government
9244,Illegal possession over agricultural land against a private company filed in district court.,Ownership Conflict,Petitioner
9245,Ownership conflict over government land against a private company filed in district court.,Survey Error,Respondent
9246,Ownership conflict over government land between petitioner and respondent filed in district court.,Ownership Conflict,Respondent
9247,Ownership conflict over commercial land between petitioner and respondent filed in district court.,Land Dispute,Petitioner
9248,Title deed forgery over agricultural land against a private company filed in district court.,Survey Error,Respondent
9249,Ownership conflict over government land against a private company filed in district court.,Land Dispute,Government
9250,Boundary dispute over private property against local municipality filed in district court.,Ownership Conflict,Government
9251,Boundary dispute over residential land against local municipality filed in district court.,Survey Error,Government
9252,Survey number mismatch over agricultural land between two private parties filed in district court.,Land Dispute,Respondent
9253,Ownership conflict over commercial land against a private company filed in district court.,Survey Error,Petitioner
9254,Title deed forgery over agricultural land between two private parties filed in district court.,Survey Error,Petitioner
9255,Boundary dispute over private property between two private parties filed in district court.,Survey Error,Petitioner
9256,Illegal possession over government land against local municipality filed in district court.,Ownership Conflict,Government
9257,Illegal possession over private property between petitioner and respondent filed in district court.,Land Dispute,Government
9258,Boundary dispute over private property involving the state government filed in district court.,Survey Error,Government
9259,Boundary dispute over agricultural land involving the state government filed in district court.,Land Dispute,Petitioner
9260,Boundary dispute over commercial land involving the state government filed in district court.,Survey Error,Government
9261,Title deed forgery over agricultural land between petitioner and respondent filed in district court.,Survey Error,Government
9262,Title deed forgery over commercial land involving the state government filed in district court.,Land Dispute,Respondent
9263,Survey number mismatch over private property between two private parties filed in district court.,Ownership Conflict,Respondent
9264,Title deed forgery over private property between two private parties filed in district court.,Ownership Conflict,Respondent
9265,Title deed forgery over private property between petitioner and respondent filed in district court.,Land Dispute,Respondent
9266,Survey number mismatch over private property against a private company filed in district court.,Land Dispute,Government
9267,Boundary dispute over government land between two private parties filed in district court.,Survey Error,Respondent
9268,Boundary dispute over private property against a private company filed in district court.,Land Dispute,Government
9269,Title deed forgery over commercial land against local municipality filed in district court.,Survey Error,Petitioner
9270,Boundary dispute over government land involving the state government filed in district court.,Land Dispute,Government
9271,Boundary dispute over commercial land involving the state government filed in district court.,Survey Error,Respondent
9272,Survey number mismatch over residential land against a private company filed in district court.,Ownership Conflict,Government
9273,Title deed forgery over private property against local municipality filed in district court.,Land Dispute,Government
9274,Illegal possession over private property against local municipality filed in district court.,Land Dispute,Respondent
9275,Ownership conflict over residential land involving the state government filed in district court.,Survey Error,Government
9276,Boundary dispute over private property between petitioner and respondent filed in district court.,Land Dispute,Respondent
9277,Survey number mismatch over residential land involving the state government filed in district court.,Land Dispute,Government
9278,Survey number mismatch over residential land against local municipality filed in district court.,Survey Error,Government
9279,Illegal possession over commercial land between petitioner and respondent filed in district court.,Land Dispute,Petitioner
9280,Illegal possession over agricultural land against local municipality filed in district court.,Survey Error,Petitioner
9281,Title deed forgery over commercial land against a private company filed in district court.,Land Dispute,Petitioner
9282,Boundary dispute over agricultural land between two private parties filed in district court.,Land Dispute,Petitioner
9283,Ownership conflict over residential land against local municipality filed in district court.,Survey Error,Respondent
9284,Ownership conflict over government land against a private company filed in district court.,Land Dispute,Government
9285,Ownership conflict over private property involving the state government filed in district court.,Survey Error,Respondent
9286,Ownership conflict over commercial land between two private parties filed in district court.,Survey Error,Petitioner
9287,Ownership conflict over residential land involving the state government filed in district court.,Land Dispute,Government
9288,Ownership conflict over commercial land against local municipality filed in district court.,Land Dispute,Respondent
9289,Illegal possession over government land between petitioner and respondent filed in district court.,Land Dispute,Respondent
9290,Title deed forgery over commercial land involving the state government filed in district court.,Ownership Conflict,Petitioner
9291,Ownership conflict over private property involving the state government filed in district court.,Ownership Conflict,Government
9292,Title deed forgery over residential land against local municipality filed in district court.,Land Dispute,Respondent
9293,Title deed forgery over government land involving the state government filed in district court.,Land Dispute,Government
9294,Survey number mismatch over commercial land against local municipality filed in district court.,Land Dispute,Government
9295,Survey number mismatch over residential land against local municipality filed in district court.,Survey Error,Petitioner
9296,Title deed forgery over agricultural land involving the state government filed in district court.,Land Dispute,Government
9297,Ownership conflict over agricultural land against local municipality filed in district court.,Ownership Conflict,Government
9298,Illegal possession over commercial land between two private parties filed in district court.,Ownership Conflict,Government
9299,Title deed forgery over agricultural land against a private company filed in district court.,Land Dispute,Petitioner
9300,Title deed forgery over agricultural land between two private parties filed in district court.,Survey Error,Petitioner
9301,Illegal possession over residential land against local municipality filed in district court.,Ownership Conflict,Respondent
9302,Illegal possession over residential land between petitioner and respondent filed in district court.,Ownership Conflict,Government
9303,Survey number mismatch over residential land against a private company filed in district court.,Land Dispute,Government
9304,Ownership conflict over government land against a private company filed in district court.,Survey Error,Petitioner
9305,Boundary dispute over residential land between petitioner and respondent filed in district court.,Survey Error,Government
9306,Title deed forgery over agricultural land between petitioner and respondent filed in district court.,Land Dispute,Respondent
9307,Title deed forgery over agricultural land against local municipality filed in district court.,Land Dispute,Government
9308,Boundary dispute over government land against a private company filed in district court.,Survey Error,Government
9309,Ownership conflict over residential land against a private company filed in district court.,Ownership Conflict,Respondent
9310,Boundary dispute over commercial land involving the state government filed in district court.,Land Dispute,Petitioner
9311,Title deed forgery over residential land against local municipality filed in district court.,Ownership Conflict,Government
9312,Illegal possession over agricultural land involving the state government filed in district court.,Survey Error,Petitioner
9313,Survey number mismatch over commercial land against local municipality filed in district court.,Survey Error,Government
9314,Survey number mismatch over agricultural land between two private parties filed in district court.,Survey Error,Respondent
9315,Survey number mismatch over commercial land against local municipality filed in district court.,Ownership Conflict,Petitioner
9316,Survey number mismatch over government land involving the state government filed in district court.,Ownership Conflict,Government
9317,Title deed forgery over government land between two private parties filed in district court.,Land Dispute,Petitioner
9318,Title deed forgery over private property between two private parties filed in district court.,Survey Error,Respondent
9319,Boundary dispute over commercial land between petitioner and respondent filed in district court.,Ownership Conflict,Government
9320,Ownership conflict over government land against local municipality filed in district court.,Land Dispute,Respondent
9321,Survey number mismatch over private property between two private parties filed in district court.,Ownership Conflict,Government
9322,Illegal possession over residential land between petitioner and respondent filed in district court.,Survey Error,Petitioner
9323,Ownership conflict over commercial land against local municipality filed in district court.,Land Dispute,Respondent
9324,Illegal possession over residential land against local municipality filed in district court.,Ownership Conflict,Respondent
9325,Ownership conflict over residential land between petitioner and respondent filed in district court.,Land Dispute,Government
9326,Boundary dispute over commercial land between two private parties filed in district court.,Land Dispute,Petitioner
9327,Title deed forgery over residential land involving the state government filed in district court.,Survey Error,Respondent
9328,Boundary dispute over agricultural land involving the state government filed in district court.,Survey Error,Respondent
9329,Title deed forgery over government land between petitioner and respondent filed in district court.,Survey Error,Petitioner
9330,Boundary dispute over commercial land between two private parties filed in district court.,Survey Error,Respondent
9331,Boundary dispute over government land against a private company filed in district court.,Survey Error,Petitioner
9332,Illegal possession over agricultural land between two private parties filed in district court.,Survey Error,Government
9333,Survey number mismatch over government land against a private company filed in district court.,Survey Error,Government
9334,Illegal possession over residential land involving the state government filed in district court.,Ownership Conflict,Government
9335,Illegal possession over residential land against a private company filed in district court.,Ownership Conflict,Petitioner
9336,Survey number mismatch over government land between two private parties filed in district court.,Land Dispute,Respondent
9337,Title deed forgery over private property involving the state government filed in district court.,Survey Error,Respondent
9338,Survey number mismatch over agricultural land against a private company filed in district court.,Ownership Conflict,Government
9339,Ownership conflict over government land involving the state government filed in district court.,Land Dispute,Petitioner
9340,Title deed forgery over commercial land involving the state government filed in district court.,Ownership Conflict,Petitioner
9341,Survey number mismatch over government land between petitioner and respondent filed in district court.,Land Dispute,Petitioner
9342,Survey number mismatch over residential land against a private company filed in district court.,Survey Error,Petitioner
9343,Boundary dispute over residential land between petitioner and respondent filed in district court.,Survey Error,Petitioner
9344,Illegal possession over private property between petitioner and respondent filed in district court.,Survey Error,Government
9345,Ownership conflict over commercial land between petitioner and respondent filed in district court.,Land Dispute,Government
9346,Title deed forgery over private property against a private company filed in district court.,Survey Error,Petitioner
9347,Boundary dispute over government land against local municipality filed in district court.,Survey Error,Government
9348,Boundary dispute over agricultural land against local municipality filed in district court.,Ownership Conflict,Petitioner
9349,Boundary dispute over commercial land involving the state government filed in district court.,Ownership Conflict,Petitioner
9350,Ownership conflict over commercial land between two private parties filed in district court.,Land Dispute,Government
9351,Survey number mismatch over agricultural land between petitioner and respondent filed in district court.,Land Dispute,Government
